tool		SPF Thursday 07 August 2025 02:48:16 AM IST	SPF Thursday 07 August 2025 02:48:16 AM IST	SPF Thursday 07 August 2025 02:48:16 AM IST	SPF Thursday 07 August 2025 02:48:16 AM IST
run set		SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java
sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExSymExeGetStatic_true.yml	true	true	1.395965	1.4125858309998875	53.157888
jpf-regression/ExSymExeI2D_false.yml	true	true	1.637761	1.6407486260000042	102.309888
jpf-regression/ExSymExeI2D_true.yml	true	true	1.842857	1.8558404989998962	115.793920
jpf-regression/ExSymExeI2F_false.yml	true	unknown	1.373182	1.3955643809999856	55.562240
jpf-regression/ExSymExeI2F_true.yml	true	true	2.047951	2.0692849629999728	100.306944
jpf-regression/ExSymExeLCMP_false.yml	true	unknown	1.661745	1.664878870999928	100.954112
jpf-regression/ExSymExeLCMP_true.yml	true	true	1.613157	1.6255403609998211	100.532224
jpf-regression/ExSymExeLongBytecodes_false.yml	true	unknown	2.219402	2.2303019089999907	102.002688
jpf-regression/ExSymExeLongBytecodes_true.yml	true	true	2.141667	2.154925297000318	124.624896
jpf-regression/ExSymExeResearch_false.yml	true	unknown	1.806162	1.8087124690000564	110.272512
jpf-regression/ExSymExeResearch_true.yml	true	true	2.449791	2.4527903270000024	110.215168
jpf-regression/ExSymExeSimple_false.yml	true	unknown	1.846262	1.857945220000147	113.315840
jpf-regression/ExSymExeSimple_true.yml	true	true	1.730642	1.73328519900042	101.093376
jpf-regression/ExSymExeSuzette_false.yml	true	unknown	1.922251	1.9352336120000473	102.383616
jpf-regression/ExSymExeSuzette_true.yml	true	true	2.318521	2.331932985000094	109.944832
jpf-regression/ExSymExeSwitch_false.yml	true	unknown	1.867032	1.8774954069999694	101.908480
jpf-regression/ExSymExeSwitch_true.yml	true	true	1.732137	1.73523017000025	100.872192
jpf-regression/ExSymExeTestAssignments_false.yml	true	unknown	1.894984	1.9088201360000312	113.786880
jpf-regression/ExSymExeTestAssignments_true.yml	true	true	2.017242	2.020507555000222	100.458496
jpf-regression/ExSymExeTestClassFields_false.yml	true	unknown	1.658487	1.6694830860001275	100.990976
jpf-regression/ExSymExeTestClassFields_true.yml	true	true	1.606631	1.6188088969997807	100.585472
