tool		SPF Saturday 31 May 2025 06:50:59 PM IST	SPF Saturday 31 May 2025 06:50:59 PM IST	SPF Saturday 31 May 2025 06:50:59 PM IST	SPF Saturday 31 May 2025 06:50:59 PM IST
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExSymExeBool_false.yml	false	false	1.574504	1.578486498001439	53.645312
jpf-regression/ExSymExeBool_true.yml	true	true	1.479615	1.482579880999765	53.219328
jpf-regression/ExSymExeComplexMath_false.yml	false	false	1.920831	1.9466911969993816	53.706752
jpf-regression/ExSymExeComplexMath_true.yml	true	true	1.507727	1.5235247780001373	53.014528
jpf-regression/ExSymExeD2I_false.yml	false	false	1.46112	1.48133067299932	53.440512
jpf-regression/ExSymExeD2I_true.yml	true	true	1.932594	1.940578142999584	81.276928
jpf-regression/ExSymExeD2L_false.yml	false	true	1.572635	1.5822505680007453	88.305664
jpf-regression/ExSymExeD2L_true.yml	true	true	1.482137	1.4952363889988192	78.360576
jpf-regression/ExSymExeF2I_false.yml	false	false	1.823513	1.832103171000199	55.406592
jpf-regression/ExSymExeF2I_true.yml	true	true	1.515104	1.5258617620002042	78.458880
jpf-regression/ExSymExeF2L_false.yml	false	true	1.510111	1.5224047640003846	80.072704
jpf-regression/ExSymExeF2L_true.yml	true	true	1.881019	1.894268911000836	78.639104
jpf-regression/ExSymExeFNEG_false.yml	false	true	1.555232	1.5580437749995326	79.892480
jpf-regression/ExSymExeFNEG_true.yml	true	true	1.512604	1.5357859510004346	78.655488
jpf-regression/ExSymExeGetStatic_false.yml	false	false	1.374602	1.3773477230006392	53.534720
jpf-regression/ExSymExeGetStatic_true.yml	true	true	1.444227	1.4671957939990534	53.837824
jpf-regression/ExSymExeI2D_false.yml	false	true	1.929207	1.9386492379999254	79.810560
jpf-regression/ExSymExeI2D_true.yml	true	true	2.004378	2.0403689369995845	125.849600
jpf-regression/ExSymExeI2F_false.yml	false	false	1.590794	1.6339408950007055	55.144448
jpf-regression/ExSymExeI2F_true.yml	true	true	1.947268	1.9619006529992475	78.671872
jpf-regression/ExSymExeLCMP_false.yml	false	false	1.669879	1.6916809229987848	88.563712
jpf-regression/ExSymExeLCMP_true.yml	true	true	1.654509	1.6639491959995212	81.186816
jpf-regression/ExSymExeLongBytecodes_false.yml	false	false	1.987768	1.9989311620010994	79.093760
jpf-regression/ExSymExeLongBytecodes_true.yml	true	true	1.602146	1.6053474690015719	79.683584
jpf-regression/ExSymExeResearch_false.yml	false	false	1.650815	1.66394388900153	79.032320
jpf-regression/ExSymExeResearch_true.yml	true	true	1.61109	1.6155507719995512	79.851520
jpf-regression/ExSymExeSimple_false.yml	false	false	1.55448	1.5809613300007186	78.630912
jpf-regression/ExSymExeSimple_true.yml	true	true	2.089638	2.101153544999761	83.107840
jpf-regression/ExSymExeSuzette_false.yml	false	false	1.715057	1.7282335329982743	78.643200
jpf-regression/ExSymExeSuzette_true.yml	true	true	1.606404	1.6135885310013691	78.802944
jpf-regression/ExSymExeSwitch_false.yml	false	false	1.737502	1.759051039998667	79.220736
jpf-regression/ExSymExeSwitch_true.yml	true	true	1.803837	1.8413100609996036	82.395136
jpf-regression/ExSymExeTestAssignments_false.yml	false	false	2.067915	2.0818846469992422	82.198528
jpf-regression/ExSymExeTestAssignments_true.yml	true	true	1.635693	1.6586561829990387	82.984960
jpf-regression/ExSymExeTestClassFields_false.yml	false	false	1.611334	1.615866157999335	79.273984
jpf-regression/ExSymExeTestClassFields_true.yml	true	true	1.724409	1.7351933610007109	88.109056
jpf-regression/ExSymExe_false.yml	false	false	1.613562	1.6739790430001449	55.107584
jpf-regression/ExSymExe_true.yml	true	true	1.68841	1.7013975019999634	57.884672
jpf-regression/TestLazy_false.yml	false	false	1.651021	1.6599442539991287	79.470592
jpf-regression/TestLazy_true.yml	true	true	2.056976	2.074409369000932	82.165760
java-ranger-regression/LoopCharAt.yml	false	true	2.447661	2.4626792910003132	86.921216
java-ranger-regression/TCAS_prop1.yml	false	false	3.209319	3.305859492000309	98.607104
