tool		SPF Saturday 26 July 2025 04:22:44 AM IST	SPF Saturday 26 July 2025 04:22:44 AM IST	SPF Saturday 26 July 2025 04:22:44 AM IST	SPF Saturday 26 July 2025 04:22:44 AM IST
run set		SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java	SV-COMP25_runtime-exception.RuntimeException-Java
sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
java-ranger-regression/TCAS_prop2.yml	true	true	7.917259	7.930575272999704	124.530688
java-ranger-regression/TCAS_prop3.yml	true	true	8.118366	8.121764100000291	126.717952
java-ranger-regression/apachecli_eqchk.yml	true	true	30.396245	30.413364192999325	121.909248
java-ranger-regression/schedule_eqchk.yml	true	true	6.778374	6.792301770999984	96.882688
java-ranger-regression/WBS/WBS_prop1.yml	true	false	1.855857	1.8595648830005302	85.327872
java-ranger-regression/WBS/WBS_prop2.yml	true	true	4.68851	4.700072179999552	111.906816
java-ranger-regression/WBS/WBS_prop3.yml	true	false	1.877197	1.899617634999231	78.766080
java-ranger-regression/WBS/WBS_prop4.yml	true	false	7.399525	7.413110020000204	112.893952
java-ranger-regression/alarm/Alarm_prop1.yml	true	true	2.228112	2.241502639999453	84.017152
java-ranger-regression/alarm/Alarm_prop10.yml	true	true	2.301777	2.3141011380002965	86.822912
java-ranger-regression/alarm/Alarm_prop2.yml	true	true	2.482419	2.498944265999853	86.036480
java-ranger-regression/alarm/Alarm_prop3.yml	true	true	2.572855	2.5859065369995733	82.403328
java-ranger-regression/alarm/Alarm_prop4.yml	true	true	2.553088	2.575479586000256	83.734528
java-ranger-regression/alarm/Alarm_prop5.yml	true	true	2.368619	2.3853092199997263	85.200896
java-ranger-regression/alarm/Alarm_prop6.yml	true	true	2.348375	2.3572452469998098	96.518144
java-ranger-regression/alarm/Alarm_prop8.yml	true	true	2.31848	2.331502296000508	86.732800
java-ranger-regression/alarm/Alarm_prop9.yml	true	true	2.212383	2.2249937890001092	79.757312
java-ranger-regression/infusion/Infusion_prop1.yml	true	true	2.650836	2.6603982979995635	83.283968
java-ranger-regression/infusion/Infusion_prop10.yml	true	true	2.103768	2.1154608030001327	79.302656
java-ranger-regression/infusion/Infusion_prop11.yml	true	true	2.067265	2.0711063039998407	79.630336
java-ranger-regression/infusion/Infusion_prop12.yml	true	true	2.24884	2.2688283919997048	97.865728
java-ranger-regression/infusion/Infusion_prop13.yml	true	true	2.142037	2.1555426380000426	80.891904
java-ranger-regression/infusion/Infusion_prop2.yml	true	true	2.619492	2.6276020039995274	83.111936
java-ranger-regression/infusion/Infusion_prop3.yml	true	true	2.204313	2.222533922999901	92.954624
java-ranger-regression/infusion/Infusion_prop4.yml	true	true	2.13207	2.1424085199996625	80.957440
java-ranger-regression/infusion/Infusion_prop5.yml	true	true	2.090652	2.100943797000582	80.818176
java-ranger-regression/infusion/Infusion_prop6.yml	true	true	2.19752	2.2176982860000862	92.598272
java-ranger-regression/infusion/Infusion_prop7.yml	true	true	2.631262	2.6416620129994044	80.289792
java-ranger-regression/infusion/Infusion_prop8.yml	true	true	2.117316	2.130386011000155	83.136512
java-ranger-regression/infusion/Infusion_prop9.yml	true	true	2.138881	2.1500113140000394	83.861504
java-ranger-regression/siena_eqchk/siena_prop1.yml	true	true	23.337679	23.366518781000195	111.833088
java-ranger-regression/siena_eqchk/siena_prop2.yml	true	false	5.97258	5.992921660999855	101.306368
java-ranger-regression/replace5_eqchk/replace5_prop1.yml	true	true	8.01706	8.032932196999354	105.021440
java-ranger-regression/replace5_eqchk/replace5_prop2.yml	true	false	2.297949	2.3191612549999263	86.937600
java-ranger-regression/nanoxml_eqchk/nanoxml_prop1.yml	false	unknown	2.743001	2.756031446000634	95.342592
java-ranger-regression/nanoxml_eqchk/nanoxml_prop2.yml	false	unknown	3.134929	3.1461164319998716	83.640320
java-ranger-regression/nanoxml_eqchk/nanoxml_prop3.yml	false	unknown	2.533122	2.546067598999798	84.504576
java-ranger-regression/printtokens_eqchk/printtokens_prop1.yml	true	true	21.339398	21.449508411999886	152.432640
java-ranger-regression/printtokens_eqchk/printtokens_prop2.yml	true	false	1.985601	1.9988556139996945	79.175680
MinePump/spec1-5_product1.yml	true	false	1.82043	1.830281940000532	79.450112
MinePump/spec1-5_product10.yml	true	false	2.37354	2.385452331000124	78.966784
MinePump/spec1-5_product11.yml	true	false	2.884293	2.897123398000076	93.282304
MinePump/spec1-5_product12.yml	true	false	1.963421	1.9769173880004018	83.660800
MinePump/spec1-5_product13.yml	true	false	2.308131	2.3306234330002553	81.256448
MinePump/spec1-5_product14.yml	true	false	1.933794	1.9465288829997007	81.256448
MinePump/spec1-5_product15.yml	true	false	3.01536	3.038454270999864	94.441472
MinePump/spec1-5_product16.yml	true	false	2.580469	2.5878332439997394	85.368832
MinePump/spec1-5_product17.yml	true	false	1.898841	1.9188136160000795	79.155200
MinePump/spec1-5_product18.yml	true	false	2.07997	2.0881827829998656	79.323136
MinePump/spec1-5_product19.yml	true	false	3.939447	3.9568109069996353	93.794304
MinePump/spec1-5_product2.yml	true	false	1.932525	1.9365013890001137	79.454208
MinePump/spec1-5_product20.yml	true	false	1.988531	2.007198649000202	85.536768
MinePump/spec1-5_product21.yml	true	false	1.929356	1.935581887999433	80.777216
MinePump/spec1-5_product22.yml	true	false	2.232336	2.2502281010001752	79.933440
MinePump/spec1-5_product23.yml	true	false	4.159861	4.182442408000497	94.998528
MinePump/spec1-5_product24.yml	true	false	2.468884	2.590546240000549	84.787200
MinePump/spec1-5_product25.yml	true	false	2.261332	2.337121753000247	79.835136
MinePump/spec1-5_product26.yml	true	false	2.226538	2.255753901999924	79.515648
MinePump/spec1-5_product27.yml	true	false	3.345783	3.3668845040001543	94.740480
MinePump/spec1-5_product28.yml	true	false	2.145473	2.1677545379998264	84.197376
MinePump/spec1-5_product29.yml	true	false	2.401296	2.4213190220007164	80.998400
MinePump/spec1-5_product3.yml	true	false	3.895119	4.023716527000033	93.532160
MinePump/spec1-5_product30.yml	true	false	2.345221	2.3858116720002727	92.311552
MinePump/spec1-5_product31.yml	true	false	3.518411	3.599462899000173	93.904896
MinePump/spec1-5_product32.yml	true	false	2.617986	2.638324126999578	84.877312
MinePump/spec1-5_product33.yml	true	false	2.199505	2.3122087149995423	78.548992
MinePump/spec1-5_product34.yml	true	false	2.146975	2.1532590730002994	80.715776
MinePump/spec1-5_product35.yml	true	false	3.361384	3.433281624999836	90.329088
MinePump/spec1-5_product36.yml	true	false	2.620425	2.6411611989997255	85.839872
MinePump/spec1-5_product37.yml	true	false	2.046517	2.0676593299995147	80.412672
MinePump/spec1-5_product38.yml	true	false	2.072565	2.2283951389999856	78.237696
MinePump/spec1-5_product39.yml	true	false	3.249268	3.3041992769994977	90.660864
MinePump/spec1-5_product4.yml	true	false	2.351126	2.3880206980002185	85.245952
MinePump/spec1-5_product40.yml	true	false	2.583173	2.601703264000207	83.775488
MinePump/spec1-5_product41.yml	true	false	2.18692	2.2156099080002605	81.641472
MinePump/spec1-5_product42.yml	true	false	2.145211	2.1581700790002287	82.042880
MinePump/spec1-5_product43.yml	true	false	3.301569	3.31395230400085	94.789632
MinePump/spec1-5_product44.yml	true	false	2.080492	2.0897627929998634	84.881408
MinePump/spec1-5_product45.yml	true	false	2.107619	2.111779879999631	83.542016
MinePump/spec1-5_product46.yml	true	false	2.037501	2.0411614599997847	83.521536
MinePump/spec1-5_product47.yml	true	false	3.97675	3.999938282000585	94.715904
MinePump/spec1-5_product48.yml	true	false	2.114742	2.128696439000123	84.643840
MinePump/spec1-5_product49.yml	true	false	1.845944	1.8493214219997753	79.466496
MinePump/spec1-5_product5.yml	true	false	2.033106	2.051941912000075	92.155904
MinePump/spec1-5_product50.yml	true	false	1.862628	1.876451721000194	79.208448
MinePump/spec1-5_product51.yml	true	false	3.113647	3.129870607999692	90.796032
MinePump/spec1-5_product52.yml	true	false	2.201622	2.2170381790001557	85.434368
MinePump/spec1-5_product53.yml	true	false	2.052038	2.0814421300001413	78.794752
MinePump/spec1-5_product54.yml	true	false	2.346635	2.3651835789996767	79.032320
MinePump/spec1-5_product55.yml	true	false	3.196554	3.2200425929995617	89.812992
MinePump/spec1-5_product56.yml	true	false	2.364958	2.3872342989998288	87.756800
MinePump/spec1-5_product57.yml	true	true	12.730117	13.04461638400062	116.211712
MinePump/spec1-5_product58.yml	true	true	12.893419	12.906919668000228	97.509376
MinePump/spec1-5_product59.yml	true	true	15.143256	15.314315543999328	109.121536
MinePump/spec1-5_product6.yml	true	false	2.069211	2.1503277609999714	79.060992
MinePump/spec1-5_product60.yml	true	true	13.874838	14.106960666000305	103.612416
MinePump/spec1-5_product61.yml	true	true	10.431753	10.451317779999954	99.872768
MinePump/spec1-5_product62.yml	true	true	13.055473	13.160120687999552	105.021440
MinePump/spec1-5_product63.yml	true	true	20.469016	20.613399754000056	110.051328
MinePump/spec1-5_product64.yml	true	true	10.173703	10.211194708000221	105.926656
MinePump/spec1-5_product7.yml	true	false	3.31888	3.3511939480004003	93.921280
MinePump/spec1-5_product8.yml	true	false	2.185017	2.2121163150004577	84.234240
MinePump/spec1-5_product9.yml	true	false	2.276747	2.3335905189996993	79.372288
algorithms/BellmanFord-FunSat01.yml	true	true	4.124959	4.288087564999842	90.361856
algorithms/BellmanFord-FunSat02.yml	true	unknown	1.906837	1.9236138370006302	78.684160
algorithms/BellmanFord-FunUnsat01.yml	true	false	3.750523	3.791476227000203	89.690112
algorithms/BellmanFord-FunUnsat02.yml	true	unknown	1.836904	1.8482921899994835	78.254080
algorithms/BellmanFord-MemSat01.yml	true	true	3.751811	3.764524163000715	89.817088
algorithms/BellmanFord-MemSat02.yml	true	unknown	1.828559	1.8416834180006845	79.171584
algorithms/BellmanFord-MemUnsat01.yml	true	false	3.586824	3.61253393700008	89.919488
algorithms/BellmanFord-MemUnsat02.yml	true	unknown	1.853819	1.9075971319998644	78.020608
algorithms/BinaryTreeSearch-FunSat01.yml	true	true	5.228449	5.2571291889998975	96.305152
algorithms/BinaryTreeSearch-FunUnsat01.yml	true	false	2.038335	2.050026865000291	80.564224
algorithms/BinaryTreeSearch-MemSat01.yml	true	true	8.108317	8.250561042999834	97.533952
algorithms/BinaryTreeSearch-MemUnsat01.yml	true	false	1.89645	1.910839730000589	78.962688
algorithms/BinaryTreeSearch-MemUnsat02.yml	true	false	1.971865	1.9914683040005912	78.520320
algorithms/InsertionSort-FunSat01.yml	true	true	2.21245	2.256160321999232	84.733952
algorithms/InsertionSort-FunSat02.yml	true	true	2.427245	2.475899897999625	82.313216
algorithms/InsertionSort-FunUnsat01.yml	true	true	2.491308	2.5304566980003074	93.192192
algorithms/InsertionSort-MemSat01.yml	true	true	2.579854	2.5992079939996984	81.682432
algorithms/InsertionSort-MemUnsat01.yml	true	false	2.208007	2.2345954880001955	81.604608
algorithms/MergeSortIterative-FunSat01.yml	true	true	2.100531	2.113928670999485	80.441344
algorithms/MergeSortIterative-FunSat02.yml	true	true	2.093399	2.1062387000001763	80.781312
algorithms/MergeSortIterative-FunUnsat01.yml	true	unknown	2.488086	2.5026644740000847	79.642624
algorithms/MergeSortIterative-MemSat01.yml	true	true	2.100385	2.1075010410004325	79.405056
algorithms/MergeSortIterative-MemUnsat01.yml	true	true	2.08926	2.129744548000417	80.752640
algorithms/RedBlackTree-FunSat01.yml	true	true	2.488961	2.492867212999954	85.942272
algorithms/RedBlackTree-FunUnsat01.yml	true	false	2.233892	2.254035978000502	81.502208
algorithms/RedBlackTree-MemSat01.yml	true	true	6.729154	6.747255694999694	96.350208
algorithms/RedBlackTree-MemUnsat01.yml	true	false	3.514473	3.536941807000403	86.548480
algorithms/SortedListInsert-FunSat01.yml	true	true	6.354361	6.413065691999691	96.055296
algorithms/SortedListInsert-FunSat02.yml	true	true	8.254036	8.315465255000163	98.377728
algorithms/SortedListInsert-FunUnsat01.yml	true	false	2.24071	2.263706459999412	85.880832
algorithms/SortedListInsert-MemSat01.yml	true	true	5.56151	5.574412940000002	94.154752
algorithms/SortedListInsert-MemUnsat01.yml	true	false	1.922469	1.9428220130002956	88.440832
algorithms/Trie-FunSat01.yml	true	true	2.181545	2.2427431610003623	79.134720
algorithms/Trie-FunUnsat01.yml	true	false	2.030283	2.110791199999767	78.487552
algorithms/Trie-MemSat01.yml	true	true	2.092519	2.146564605000094	78.970880
algorithms/Trie-MemUnsat01.yml	true	false	2.089413	2.1487599590000173	79.536128
algorithms/Tsp-FunSat01.yml	true	unknown	1.982224	2.0241453159997036	77.541376
algorithms/Tsp-FunUnsat01.yml	true	unknown	2.285502	2.3121567950001918	86.401024
algorithms/Tsp-MemSat01.yml	true	unknown	2.079271	2.14432381899951	78.843904
algorithms/Tsp-MemUnsat01.yml	true	unknown	2.095367	2.127066791999823	78.204928
juliet-java/CWE369_Divide_by_Zero__float_connect_tcp_divide_01_bad.yml	true	unknown	1.919888	1.942928970000139	53.456896
juliet-java/CWE369_Divide_by_Zero__float_connect_tcp_divide_01_bad_version2.yml	true	unknown	1.941561	1.9596696840008008	53.227520
juliet-java/CWE369_Divide_by_Zero__float_connect_tcp_divide_01_good.yml	true	unknown	1.969514	2.007193860999905	54.165504
juliet-java/CWE369_Divide_by_Zero__float_connect_tcp_divide_81a_bad.yml	true	unknown	2.278404	2.327374217000397	56.356864
juliet-java/CWE369_Divide_by_Zero__float_connect_tcp_divide_81a_bad_version2.yml	true	unknown	2.019725	2.0316674210007477	53.993472
juliet-java/CWE369_Divide_by_Zero__float_connect_tcp_divide_81a_good.yml	true	unknown	2.064497	2.193207787000574	54.165504
juliet-java/CWE369_Divide_by_Zero__float_console_readLine_divide_54_bad.yml	true	unknown	2.030401	2.1193005340001037	58.441728
juliet-java/CWE369_Divide_by_Zero__float_console_readLine_divide_54_bad_version2.yml	true	unknown	2.000251	2.0534233340003993	57.483264
juliet-java/CWE369_Divide_by_Zero__float_console_readLine_divide_54_good.yml	true	unknown	1.962484	2.009028467999997	57.032704
jdart-regression/OverapproximationString01.yml	true	unknown	2.063841	2.0803938090002703	60.096512
jdart-regression/URLDecoder01.yml	false	false	1.830005	1.841242336000505	56.700928
jdart-regression/URLDecoder02.yml	false	false	1.785029	1.8085981560006985	57.610240
jdart-regression/addition01.yml	true	true	1.843208	1.8672099589994104	79.196160
jdart-regression/array-iteration01.yml	true	false	1.881368	1.8853845690000526	84.504576
jdart-regression/boundcheck100.yml	true	false	3.750628	3.7655515980004566	99.119104
jdart-regression/boundcheck200.yml	true	false	4.003025	4.025451657999838	122.867712
jdart-regression/boundcheck30.yml	true	false	2.054414	2.0677456129997154	79.785984
jdart-regression/double2long.yml	true	true	1.69467	1.718038887000148	78.045184
jdart-regression/float.yml	true	true	1.762559	1.7719262379996508	78.786560
jdart-regression/list2.yml	true	true	77.928426	78.28198397899996	160.980992
jdart-regression/radians.yml	true	unknown	1.710156	1.743983076999939	62.930944
jdart-regression/shifting.yml	true	true	1.728687	1.7385425580005176	78.520320
jdart-regression/shifting2.yml	true	true	2.145472	2.1574219639996954	79.126528
jdart-regression/shifting3.yml	true	false	1.751242	1.7736948900001153	79.716352
jdart-regression/startswith.yml	true	unknown	1.833857	1.8693902119994164	57.688064
securibench/Aliasing1.yml	true	unknown	3.023869	3.0553215350000755	57.970688
securibench/Aliasing2.yml	true	true	3.688452	3.7145758199994816	55.623680
securibench/Aliasing3.yml	true	true	3.174731	3.2341403760001413	55.742464
securibench/Aliasing4.yml	true	unknown	3.382787	3.46659596399968	60.600320
securibench/Aliasing5.yml	true	unknown	3.179148	3.1971432190002815	58.986496
securibench/Aliasing6.yml	true	unknown	3.043413	3.0663876779999555	61.046784
securibench/Arrays1.yml	true	unknown	3.655732	3.6691484359998867	58.449920
securibench/Arrays10.yml	false	unknown	3.119627	3.145072022000022	58.937344
securibench/Arrays2.yml	true	unknown	3.02274	3.0437685100005183	59.318272
securibench/Arrays3.yml	true	unknown	2.943056	2.9558575459996064	59.883520
securibench/Arrays4.yml	true	unknown	3.74457	3.762612681000064	59.072512
securibench/Arrays5.yml	true	true	2.993821	3.0358742620001067	55.832576
securibench/Arrays6.yml	true	unknown	3.099069	3.1196953299995585	61.861888
securibench/Arrays7.yml	true	unknown	3.035043	3.057889657000487	58.466304
securibench/Arrays8.yml	true	unknown	3.091014	3.1269173489999957	67.670016
securibench/Arrays9.yml	true	unknown	3.725737	3.7493028179997054	59.695104
securibench/Basic1.yml	true	unknown	3.288024	3.300632190000215	57.782272
securibench/Basic10.yml	true	unknown	3.148226	3.1626059869995515	65.753088
securibench/Basic11.yml	true	unknown	3.062268	3.1217708160002076	54.480896
securibench/Basic12.yml	true	unknown	3.818343	3.9322274380001545	79.958016
securibench/Basic15.yml	true	unknown	3.229841	3.247601822999968	58.826752
securibench/Basic16.yml	true	unknown	3.104478	3.1865948979993846	61.095936
securibench/Basic17.yml	true	unknown	3.050099	3.0849404279997543	59.543552
securibench/Basic18.yml	true	unknown	3.242944	3.2555604160006624	62.156800
securibench/Basic19.yml	true	unknown	3.707584	3.72944949200064	58.712064
securibench/Basic2.yml	true	unknown	3.11629	3.129831977000322	79.003648
securibench/Basic20.yml	true	unknown	3.016048	3.046649929000523	57.864192
securibench/Basic21.yml	true	unknown	3.162614	3.1756059800000003	62.836736
securibench/Basic24.yml	true	unknown	3.292262	3.305259331000343	61.337600
securibench/Basic25.yml	true	unknown	3.868084	3.9067791449997458	62.038016
securibench/Basic26.yml	true	unknown	3.35341	3.4219086049997713	59.047936
securibench/Basic27.yml	true	unknown	3.787548	3.815645109999423	59.011072
securibench/Basic28.yml	true	true	3.498766	3.5206261350003842	56.426496
securibench/Basic29.yml	true	unknown	3.657782	3.7278967789998205	58.310656
securibench/Basic3.yml	true	unknown	3.716021	3.819663309999669	56.926208
securibench/Basic30.yml	true	unknown	3.456091	3.4922860480000963	59.277312
securibench/Basic31.yml	true	unknown	3.300793	3.3580597449999914	59.805696
securibench/Basic32.yml	true	unknown	3.711352	3.737020871999448	58.847232
securibench/Basic33.yml	true	unknown	3.337515	3.397991875999651	67.702784
securibench/Basic34.yml	true	unknown	3.132076	3.15129903199977	58.519552
securibench/Basic35.yml	true	unknown	3.047503	3.07164338199982	58.372096
securibench/Basic37.yml	true	unknown	3.681403	3.685471525000139	58.822656
securibench/Basic38.yml	true	unknown	3.008094	3.041928802000257	61.239296
securibench/Basic39.yml	true	unknown	3.195044	3.2083748429995467	60.780544
securibench/Basic4.yml	true	unknown	3.178719	3.185562839999875	87.924736
securibench/Basic5.yml	true	unknown	3.083122	3.117435258000114	55.934976
securibench/Basic6.yml	true	unknown	3.60262	3.618141879000177	55.447552
securibench/Basic7.yml	true	unknown	3.033674	3.0463942090000273	54.865920
securibench/Basic8.yml	true	true	3.01408	3.0361516000002666	55.705600
securibench/Basic9.yml	true	unknown	3.240554	3.276629497000613	79.261696
securibench/Collections1.yml	true	unknown	3.723367	3.7352016620006907	59.023360
securibench/Collections10.yml	true	unknown	3.122134	3.1435506569996505	62.111744
securibench/Collections12.yml	true	unknown	3.022484	3.0258173590000297	58.671104
securibench/Collections13.yml	true	true	3.254851	3.381937186999494	58.507264
securibench/Collections14.yml	true	unknown	3.861849	3.9410342329993	67.981312
securibench/Collections2.yml	true	unknown	3.327135	3.468626513000345	58.462208
securibench/Collections3.yml	true	unknown	3.756087	3.9900033769999936	58.519552
securibench/Collections4.yml	true	unknown	3.185974	3.2269675540001117	59.002880
securibench/Collections5.yml	true	unknown	3.102153	3.1128078370002186	59.523072
securibench/Collections6.yml	true	unknown	3.144821	3.165417852000246	58.499072
securibench/Collections7.yml	true	unknown	3.729531	3.742519373000505	58.896384
securibench/Collections8.yml	true	true	3.201956	3.2466833500002394	57.909248
securibench/Collections9.yml	false	unknown	3.050804	3.064190929000688	64.217088
securibench/Datastructures1.yml	true	unknown	3.101035	3.123075775999496	58.626048
securibench/Datastructures2.yml	true	unknown	3.756624	3.769081632999587	58.286080
securibench/Datastructures3.yml	true	unknown	3.129667	3.1629112990003705	57.819136
securibench/Datastructures4.yml	true	true	2.977241	2.9892605320001167	56.672256
securibench/Datastructures5.yml	true	unknown	2.992817	3.0096501779999016	54.956032
securibench/Datastructures6.yml	true	unknown	4.895944	4.9197183289998065	77.266944
securibench/Factories1.yml	true	unknown	3.022618	3.0530281740002465	56.295424
securibench/Factories2.yml	true	unknown	3.211534	3.226201544000105	58.687488
securibench/Factories3.yml	true	unknown	3.383827	3.416583967999941	62.083072
securibench/Inter1.yml	true	unknown	3.453252	3.519362442999409	58.953728
securibench/Inter10.yml	true	unknown	3.094307	3.1079314809994685	58.032128
securibench/Inter11.yml	true	unknown	3.589307	3.608520893999412	57.925632
securibench/Inter12.yml	true	unknown	3.175439	3.198111985999276	60.805120
securibench/Inter13.yml	true	unknown	3.389351	3.4268172739994043	64.327680
securibench/Inter14.yml	true	unknown	3.144443	3.1571576249998543	62.058496
securibench/Inter2.yml	true	unknown	3.116275	3.1366073030003463	58.466304
securibench/Inter3.yml	true	unknown	3.683688	3.7070991600003254	57.892864
securibench/Inter4.yml	true	unknown	3.190603	3.2296009829997274	60.235776
securibench/Inter5.yml	true	unknown	2.93395	2.9554077210004834	55.644160
securibench/Inter6.yml	true	unknown	3.133203	3.155530971999724	58.097664
securibench/Inter7.yml	true	unknown	3.746375	3.7688040310004	61.931520
securibench/Inter8.yml	true	unknown	3.091356	3.135311232999811	59.834368
securibench/Inter9.yml	true	unknown	3.041654	3.06309123399933	55.181312
securibench/Pred1.yml	true	true	3.01643	3.0403784460004317	55.844864
securibench/Pred2.yml	true	unknown	3.27864	3.2948737369997616	79.790080
securibench/Pred3.yml	true	true	3.840573	3.870747035000022	79.204352
securibench/Pred4.yml	true	unknown	3.36626	3.452041516000463	58.757120
securibench/Pred5.yml	true	unknown	3.282048	3.3148513979995187	58.347520
securibench/Pred6.yml	true	true	3.161751	3.2214224159997684	56.496128
securibench/Pred7.yml	true	true	2.998116	3.0235435229997165	55.410688
securibench/Pred8.yml	true	unknown	3.648529	3.6606375609999304	57.974784
securibench/Pred9.yml	true	unknown	3.088938	3.123796900999878	59.232256
securibench/Refl1.yml	true	unknown	2.988875	3.0095975500007626	61.235200
securibench/Refl2.yml	true	true	3.137812	3.151968737000061	64.462848
securibench/Refl3.yml	true	unknown	3.350706	3.4444086359999346	58.798080
securibench/Refl4.yml	true	unknown	3.344519	3.5249089959997946	58.523648
securibench/Sanitizers1.yml	true	unknown	3.384677	3.4434614130004775	58.347520
securibench/Sanitizers2.yml	true	unknown	3.734556	3.798881772000641	61.075456
securibench/Sanitizers3.yml	true	unknown	3.39772	3.415995508999913	62.775296
securibench/Sanitizers4.yml	true	unknown	3.127992	3.1412397479998617	57.835520
securibench/Sanitizers5.yml	true	unknown	3.262407	3.307819892000225	62.836736
securibench/Sanitizers6.yml	true	unknown	3.066308	3.0797293929999796	58.667008
securibench/Session1.yml	true	unknown	3.681688	3.7029335470006117	58.859520
securibench/Session2.yml	true	unknown	3.273681	3.2962308129999656	64.409600
securibench/Session3.yml	true	unknown	3.181925	3.185227699999814	60.968960
securibench/StrongUpdates1.yml	true	true	3.182547	3.2096446690002267	55.418880
securibench/StrongUpdates2.yml	true	true	3.157682	3.198372187000132	58.474496
securibench/StrongUpdates3.yml	true	true	3.200048	3.2260093029999553	57.036800
securibench/StrongUpdates4.yml	true	true	3.612954	3.627424334999887	55.332864
securibench/StrongUpdates5.yml	false	unknown	3.118892	3.135617834000186	56.037376
float-nonlinear-calculation/Bessel.yml	true	true	1.751843	1.7650742270006958	78.245888
float-nonlinear-calculation/Conflict.yml	true	true	1.922885	1.9584658070007208	81.297408
float-nonlinear-calculation/EulerMethod.yml	true	unknown	1.817669	1.8276609770000505	80.965632
float-nonlinear-calculation/MathSin.yml	true	unknown	2.68008	2.6913327260008373	53.583872
float-nonlinear-calculation/Optimization1.yml	true	unknown	2.29157	2.3048723749998317	77.803520
float-nonlinear-calculation/Optimization2.yml	true	unknown	2.296409	2.3232349879999674	78.090240
float-nonlinear-calculation/Optimization3.yml	true	true	2.268344	2.27749754999968	77.783040
float-nonlinear-calculation/Optimization4.yml	true	unknown	2.303694	2.3179273440000543	78.229504
float-nonlinear-calculation/Optimization5.yml	true	unknown	2.326828	2.338975123999262	79.085568
float-nonlinear-calculation/Optimization6.yml	true	unknown	2.697312	2.711558817999503	77.553664
float-nonlinear-calculation/PartitionEx.yml	true	true	1.784208	1.8099106709996704	78.254080
float-nonlinear-calculation/TurnLogic.yml	true	true	1.742028	1.7511622609999904	55.517184
float-nonlinear-calculation/coral1.yml	true	unknown	2.365395	2.3784283559998585	78.135296
float-nonlinear-calculation/coral10.yml	true	unknown	2.271538	2.276693393999267	77.971456
float-nonlinear-calculation/coral11.yml	true	unknown	2.266738	2.285565518000112	78.217216
float-nonlinear-calculation/coral12.yml	true	unknown	2.241583	2.2571659180002825	78.016512
float-nonlinear-calculation/coral13.yml	true	unknown	2.761218	2.7712267580000116	77.836288
float-nonlinear-calculation/coral14.yml	true	unknown	2.30331	2.3163038179991418	78.376960
float-nonlinear-calculation/coral15.yml	true	unknown	2.35444	2.3664740670001265	78.467072
float-nonlinear-calculation/coral16.yml	true	true	2.358092	2.3878447320003033	78.786560
float-nonlinear-calculation/coral17.yml	true	unknown	2.280027	2.2935417509997933	78.123008
float-nonlinear-calculation/coral18.yml	true	unknown	2.783705	2.8069929370003592	78.794752
float-nonlinear-calculation/coral19.yml	true	unknown	2.29628	2.3071351989992763	78.888960
float-nonlinear-calculation/coral2.yml	true	unknown	2.264416	2.2875166679996255	81.944576
float-nonlinear-calculation/coral20.yml	true	unknown	2.306653	2.3305741739995938	77.778944
float-nonlinear-calculation/coral21.yml	true	unknown	2.318222	2.3396943759998976	78.086144
float-nonlinear-calculation/coral22.yml	true	unknown	2.438087	2.467616559999442	78.565376
float-nonlinear-calculation/coral23.yml	true	true	2.781901	2.8279289550000613	78.991360
float-nonlinear-calculation/coral26.yml	true	true	2.446055	2.474862129999565	77.135872
float-nonlinear-calculation/coral27.yml	true	unknown	2.45727	2.5080979300000763	78.450688
float-nonlinear-calculation/coral28.yml	true	unknown	2.463459	2.556538584000009	81.629184
float-nonlinear-calculation/coral29.yml	true	unknown	2.277253	2.287401943999612	78.589952
float-nonlinear-calculation/coral3.yml	true	true	2.751214	2.755314007000379	81.256448
float-nonlinear-calculation/coral30.yml	true	unknown	2.180259	2.2015983010005584	53.678080
float-nonlinear-calculation/coral31.yml	true	true	2.240143	2.2685609619993556	80.474112
float-nonlinear-calculation/coral32.yml	true	unknown	2.287357	2.301016401999732	78.479360
float-nonlinear-calculation/coral33.yml	true	unknown	2.378344	2.390792185000464	78.053376
float-nonlinear-calculation/coral34.yml	true	unknown	2.283583	2.2872026790000746	78.704640
float-nonlinear-calculation/coral35.yml	true	unknown	2.729083	2.7374661049998394	77.754368
float-nonlinear-calculation/coral36.yml	true	unknown	2.213756	2.2524702170003366	52.957184
float-nonlinear-calculation/coral38.yml	true	unknown	2.305098	2.3175715749994197	78.180352
float-nonlinear-calculation/coral39.yml	true	unknown	2.282173	2.2943442280002273	78.921728
float-nonlinear-calculation/coral4.yml	true	unknown	2.232706	2.236619190000056	78.082048
float-nonlinear-calculation/coral40.yml	true	unknown	2.319893	2.3494443409999803	77.856768
float-nonlinear-calculation/coral41.yml	true	unknown	2.297234	2.310531885000273	77.963264
float-nonlinear-calculation/coral42.yml	true	unknown	2.6737	2.6775408080002308	77.955072
float-nonlinear-calculation/coral43.yml	true	unknown	2.239592	2.2611656850003783	81.178624
float-nonlinear-calculation/coral44.yml	true	unknown	2.350193	2.369849079999767	81.113088
float-nonlinear-calculation/coral45.yml	true	unknown	2.327292	2.346774739000466	78.258176
