tool		SPF Monday 11 August 2025 06:41:43 PM IST	SPF Monday 11 August 2025 06:41:43 PM IST	SPF Monday 11 August 2025 06:41:43 PM IST	SPF Monday 11 August 2025 06:41:43 PM IST
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jbmc-regression/interface1.yml	false	false	1.470891	1.4836955190000936	53.166080
jbmc-regression/java_append_char.yml	false	false	2.310452	2.330291281999962	101.253120
jbmc-regression/lazyloading4.yml	true	true	1.497	1.5190027789999476	54.603776
jbmc-regression/list1.yml	true	unknown	2.256902	2.2602858139998716	99.291136
jbmc-regression/long1.yml	true	true	1.544622	1.5625015579998944	54.149120
jbmc-regression/lookupswitch1.yml	true	true	2.349111	2.362100982999891	102.223872
jbmc-regression/multinewarray.yml	true	true	1.524442	1.5386339770000177	56.770560
jbmc-regression/overloading1.yml	true	true	1.506265	1.5178863040000579	53.678080
jbmc-regression/package1.yml	true	true	1.562457	1.5786271069998747	54.804480
jbmc-regression/putfield_getfield1.yml	true	true	1.920825	1.937862983000059	54.222848
jbmc-regression/putstatic_getstatic1.yml	true	true	1.938974	1.957060355000067	53.080064
jbmc-regression/recursion2.yml	true	true	1.529768	1.5501428170000509	53.813248
jbmc-regression/return1.yml	false	false	1.612996	1.634399252999856	53.800960
jbmc-regression/return2.yml	false	false	1.833928	1.846163734999891	101.076992
jbmc-regression/store_load1.yml	true	true	1.557132	1.575669980999919	53.006336
jbmc-regression/swap1.yml	true	true	1.940322	1.9557517069999903	58.294272
jbmc-regression/synchronized.yml	true	true	1.548428	1.5700015810000423	53.964800
jbmc-regression/tableswitch1.yml	true	true	3.456612	3.460552679000102	102.715392
jbmc-regression/uninitialised1.yml	true	true	1.490497	1.5122466440000153	54.071296
jbmc-regression/virtual1.yml	true	true	1.514086	1.5244956740000362	53.010432
jbmc-regression/virtual2.yml	false	false	1.51254	1.5156795719999536	53.006336
jbmc-regression/virtual4.yml	true	true	1.512315	1.5330223319999732	55.386112
jbmc-regression/virtual_function_unwinding.yml	true	true	1.937748	1.9539526460000616	53.706752
jpf-regression/ExDarko_false.yml	false	false	1.931145	1.9441719689998536	100.679680
jpf-regression/ExDarko_true.yml	true	true	1.861518	1.8645082380000986	100.511744
jpf-regression/ExException_false.yml	false	false	1.877322	1.8973072999999658	100.892672
jpf-regression/ExException_true.yml	true	true	1.792651	1.8034807179999461	100.605952
jpf-regression/ExGenSymExe_false.yml	false	false	1.944293	1.9598614399999406	54.919168
jpf-regression/ExGenSymExe_true.yml	true	true	1.946539	1.958419380000123	52.654080
jpf-regression/ExLazy_false.yml	false	false	1.847373	1.859605060999911	100.364288
jpf-regression/ExLazy_true.yml	true	true	1.816146	1.820099811999853	101.183488
jpf-regression/ExMIT_false.yml	false	false	1.803625	1.814434522000056	100.708352
jpf-regression/ExMIT_true.yml	true	true	1.766331	1.769570935999809	100.843520
jpf-regression/ExSymExe10_false.yml	false	false	2.344976	2.3575468370002	102.563840
jpf-regression/ExSymExe10_true.yml	true	true	2.295982	2.3066741869999987	100.872192
jpf-regression/ExSymExe11_false.yml	false	false	1.542772	1.5654249540000365	53.293056
jpf-regression/ExSymExe11_true.yml	true	true	1.783715	1.7919572300002073	100.143104
jpf-regression/ExSymExe12_false.yml	false	false	1.819212	1.8222550769999089	101.728256
jpf-regression/ExSymExe12_true.yml	true	true	1.887288	1.9003978050000114	101.806080
jpf-regression/ExSymExe13_false.yml	false	false	2.05865	2.0800922220000757	115.503104
jpf-regression/ExSymExe13_true.yml	true	true	2.429158	2.43996607400004	110.219264
jpf-regression/ExSymExe14_false.yml	false	false	1.860613	1.8796303320000334	101.236736
jpf-regression/ExSymExe14_true.yml	true	true	2.368627	2.3815484050001032	101.724160
jpf-regression/ExSymExe15_false.yml	false	false	1.838377	1.8412211570000636	101.695488
jpf-regression/ExSymExe15_true.yml	true	true	2.002481	2.0169691459998376	114.388992
jpf-regression/ExSymExe16_false.yml	false	false	1.549329	1.5691084060001685	54.009856
jpf-regression/ExSymExe16_true.yml	true	true	1.555375	1.5766447599999083	53.686272
jpf-regression/ExSymExe17_false.yml	false	false	1.536757	1.5550339720000466	53.284864
jpf-regression/ExSymExe17_true.yml	true	true	1.971896	1.9935206359998574	56.274944
jpf-regression/ExSymExe18_false.yml	false	false	2.295321	2.308541355999978	103.657472
jpf-regression/ExSymExe18_true.yml	true	true	1.557015	1.5693325090001053	53.047296
jpf-regression/ExSymExe19_false.yml	false	false	1.926804	1.9474868049999259	102.580224
jpf-regression/ExSymExe19_true.yml	true	unknown	1.969784	1.9767764400000942	126.631936
jpf-regression/ExSymExe1_false.yml	false	unknown	1.882661	1.8862532150001243	124.157952
jpf-regression/ExSymExe1_true.yml	true	true	1.894808	1.917831144000047	53.444608
jpf-regression/ExSymExe20_false.yml	false	unknown	3.069421	3.0821164220001265	166.567936
jpf-regression/ExSymExe20_true.yml	true	true	1.925072	1.9468780920001336	53.538816
jpf-regression/ExSymExe21_false.yml	false	unknown	1.91533	1.9182096590000128	132.026368
jpf-regression/ExSymExe21_true.yml	true	true	1.613209	1.6347940800001197	54.976512
jpf-regression/ExSymExe25_false.yml	false	false	1.996023	2.0099378170000364	114.884608
jpf-regression/ExSymExe25_true.yml	true	true	1.946705	1.9585260640001252	55.160832
jpf-regression/ExSymExe26_false.yml	false	unknown	3.206863	3.2104052639999736	134.909952
jpf-regression/ExSymExe26_true.yml	true	true	1.540069	1.5524017499999445	52.801536
jpf-regression/ExSymExe27_false.yml	false	false	1.831843	1.8533106800000496	100.196352
jpf-regression/ExSymExe27_true.yml	true	true	1.563857	1.5831429630000002	53.153792
jpf-regression/ExSymExe28_false.yml	false	false	1.870159	1.8816199599998527	101.031936
jpf-regression/ExSymExe28_true.yml	true	true	1.939321	1.9533444510000209	53.440512
jpf-regression/ExSymExe29_false.yml	false	unknown	2.12815	2.141311521000034	168.247296
jpf-regression/ExSymExe29_true.yml	true	true	1.596323	1.607452288000104	55.279616
jpf-regression/ExSymExe2_false.yml	false	unknown	1.921185	1.924279419999948	128.786432
jpf-regression/ExSymExe2_true.yml	true	true	1.594499	1.6215230530001463	52.649984
jpf-regression/ExSymExe3_false.yml	false	false	2.463644	2.4792202889998407	113.549312
jpf-regression/ExSymExe3_true.yml	true	true	1.95193	1.9736508670000603	53.510144
jpf-regression/ExSymExe4_false.yml	false	unknown	1.93021	1.9401261090001753	127.164416
